temp,feels_like,temp_min,temp_max,pressure,humidity,clouds,wind_speed,wind_deg,weather_now,weather_next_hour
289.52,288.83,289.52,289.52,1031,62,5,3.72,101,Clear,0
299.52,299.52,299.52,299.52,1023,56,10,5.09,349,Clear,1
293.52,293.88,293.52,293.52,997,87,37,3.86,261,Clouds,0
290.52,290.56,290.52,290.52,1019,86,36,1.32,316,Clouds,0
296.52,295.93,296.52,296.52,1017,39,0,7.68,10,Clear,0
286.52,285.98,286.52,286.52,1034,79,11,1.09,92,Clouds,0
290.52,290.11,290.52,290.52,1011,69,79,3.81,75,Clouds,0
292.52,291.87,292.52,292.52,1007,52,89,4.66,24,Clouds,0
288.52,287.89,288.52,288.52,1006,68,100,2.23,349,Clouds,0
288.52,288.15,288.52,288.52,1005,78,90,5.47,330,Clouds,0
286.52,286.03,286.52,286.52,1019,81,5,1.65,192,Clear,0
299.52,299.52,299.52,299.52,1000,70,12,4.56,274,Clouds,0
300.52,300.41,300.52,300.52,1009,42,82,1.34,19,Clouds,0
291.52,290.59,291.52,291.52,1005,45,15,6.42,50,Rain,0
290.52,290.82,290.52,290.52,1005,96,100,5.13,46,Rain,1
287.52,287.41,287.52,287.52,993,92,100,5.91,336,Clouds,0
299.52,299.52,299.52,299.52,1004,70,24,4.74,240,Clouds,0
293.52,293.75,293.52,293.52,997,82,81,3.15,277,Clouds,0
289.52,288.86,289.52,289.52,1007,63,88,3.19,31,Clouds,0
293.52,294.04,293.52,293.52,1007,93,50,3.64,261,Clouds,0
287.52,286.89,287.52,287.52,1010,72,100,2.82,307,Clouds,0
290.52,290.27,290.52,290.52,1029,75,5,2.21,100,Clear,0
297.52,297.45,297.52,297.52,1020,55,53,2.12,305,Clouds,0
292.52,292.18,292.52,292.52,1027,64,100,0.61,350,Clouds,0
307.52,310.38,307.52,307.52,1014,44,9,5.14,159,Clear,0
285.52,284.9,285.52,285.52,1029,80,10,1.93,297,Clear,0
292.52,292.03,292.52,292.52,1017,58,1,3.47,6,Clear,0
286.52,286.26,286.52,286.52,999,90,24,2.17,290,Clouds,0
296.52,297.39,296.52,296.52,1016,95,100,5.51,330,Clouds,0
297.52,297.29,297.52,297.52,1020,49,37,2.31,326,Clouds,0
306.52,310.82,306.52,306.52,1012,52,4,4.27,149,Clear,0
290.52,290.17,290.52,290.52,1025,71,37,1.42,358,Clouds,0
297.52,297.16,297.52,297.52,1013,44,37,3.57,343,Clouds,0
290.52,290.77,290.52,290.52,998,94,47,2.43,240,Clouds,1
289.52,289.25,289.52,289.52,1025,78,19,1.86,115,Clouds,0
290.52,289.75,290.52,290.52,1014,55,23,5.52,16,Clouds,0
289.52,289.48,289.52,289.52,1019,87,27,1.18,323,Clouds,0
298.52,298.42,298.52,298.52,1006,50,14,3.21,295,Clouds,0
292.52,292.6,292.52,292.52,1000,80,100,1.83,273,Clouds,0
293.52,293.94,293.52,293.52,1007,89,52,2.84,288,Clouds,0
299.52,299.52,299.52,299.52,1021,42,0,5.75,0,Clear,0
287.52,286.94,287.52,287.52,1034,74,6,1.28,103,Clear,0
291.52,291.4,291.52,291.52,1022,76,35,1.1,88,Clouds,0
298.52,298.57,298.52,298.52,1013,56,98,1.67,65,Clouds,0
289.52,289.35,289.52,289.52,1006,82,44,2.45,84,Clouds,0
296.52,296.09,296.52,296.52,1017,45,24,6.34,355,Rain,0
292.52,292.24,292.52,292.52,1025,66,99,3.85,133,Clouds,0
294.52,294.75,294.52,294.52,1025,78,49,1.75,136,Clouds,0
283.52,282.65,283.52,283.52,1031,78,5,1.75,106,Clear,0
291.52,291.14,291.52,291.52,1027,66,52,1.99,45,Clouds,0
293.52,292.92,293.52,293.52,1012,50,93,4.87,65,Clouds,0
307.52,314.26,307.52,307.52,1009,55,49,3.88,207,Clouds,0
291.52,291.55,291.52,291.52,1020,82,16,2.2,331,Clouds,0
297.52,297.29,297.52,297.52,1022,49,15,3.17,340,Clouds,0
293.52,292.74,293.52,293.52,1008,43,100,4.73,349,Clouds,0
289.52,289.04,289.52,289.52,1027,70,61,1.86,301,Clouds,0
288.52,288.31,288.52,288.52,1008,84,58,5.25,324,Clouds,0
289.52,289.48,289.52,289.52,1024,87,100,2.91,126,Clouds,0
288.52,287.84,288.52,288.52,1008,66,89,3.78,12,Clouds,0
297.52,297.08,297.52,297.52,1021,41,2,3.91,345,Clear,0
289.52,289.25,289.52,289.52,1004,78,100,3.15,354,Clouds,0
285.52,285.06,285.52,285.52,1028,86,4,3.5,45,Clear,0
290.52,289.98,290.52,290.52,1014,64,51,0.77,309,Clouds,0
290.52,290.14,290.52,290.52,1024,70,38,0.98,143,Clouds,0
290.52,290.04,290.52,290.52,1011,66,50,1.95,355,Clouds,0
294.52,293.91,294.52,294.52,1033,46,12,0.98,247,Clouds,0
286.52,286.26,286.52,286.52,1005,90,99,4.64,295,Clouds,0
288.52,288.15,288.52,288.52,1027,78,100,1.85,324,Clouds,0
291.52,291.45,291.52,291.52,997,78,92,2.14,313,Clouds,0
295.52,295.72,295.52,295.52,1007,73,100,3.98,293,Clouds,0
285.52,284.61,285.52,285.52,1034,69,83,1.01,210,Clouds,0
295.52,295.25,295.52,295.52,997,55,46,3.72,242,Clouds,0
293.52,292.81,293.52,293.52,1016,46,2,4.52,359,Clear,0
290.52,289.62,290.52,290.52,1031,50,2,2.74,128,Clear,0
300.52,299.85,300.52,300.52,1013,31,72,2.2,35,Clouds,0
294.52,294.7,294.52,294.52,1015,76,88,2.15,25,Clouds,0
293.52,292.87,293.52,293.52,1017,48,0,6.78,3,Clear,0
291.52,290.72,291.52,291.52,1014,50,19,5.94,20,Clouds,0
298.52,298.78,298.52,298.52,1027,64,100,1.8,127,Clouds,0
295.52,294.88,295.52,295.52,1028,41,0,2.72,42,Clear,0
295.52,296.16,295.52,295.52,999,90,30,4.9,263,Clouds,0
290.52,290.38,290.52,290.52,998,79,80,2.46,316,Clouds,0
290.52,289.91,290.52,290.52,1006,61,44,4.2,26,Clouds,0
291.52,291.24,291.52,291.52,1025,70,22,2.78,119,Clouds,0
296.52,296.43,296.52,296.52,1010,58,52,2.65,352,Clouds,0
292.52,292.21,292.52,292.52,1027,65,100,0.47,353,Clouds,0
284.52,283.49,284.52,284.52,1031,68,0,1.37,333,Clear,0
285.52,284.98,285.52,285.52,1018,83,1,1.42,8,Clear,0
292.52,292.26,292.52,292.52,1009,67,84,5.57,3,Clouds,0
296.52,297.08,296.52,296.52,1011,83,57,3.11,133,Clouds,0
288.52,287.97,288.52,288.52,1019,71,0,1.45,28,Clear,0
288.52,288.7,288.52,288.52,994,99,100,3.24,61,Rain,1
289.52,289.25,289.52,289.52,1007,78,47,3.05,16,Clouds,0
289.52,289.46,289.52,289.52,1024,86,100,2.69,129,Clouds,0
296.52,296.79,296.52,296.52,1004,72,99,2.36,18,Rain,0
290.52,289.57,290.52,290.52,1024,48,79,4.27,256,Clouds,0
290.52,290.27,290.52,290.52,1028,75,90,1.93,311,Clouds,0
290.52,289.93,290.52,290.52,1028,62,97,2.48,128,Clouds,0
289.52,289.17,289.52,289.52,998,75,97,4.37,250,Clouds,0
295.52,295.38,295.52,295.52,1024,60,2,1.27,206,Clear,0
293.52,292.81,293.52,293.52,1007,46,80,5.14,12,Clouds,0
298.52,298.18,298.52,298.52,1017,41,27,4.46,65,Clouds,0
289.52,288.94,289.52,289.52,1013,66,59,4.04,18,Clouds,0
300.52,300.72,300.52,300.52,1028,47,99,2.82,120,Clouds,0
285.52,285.01,285.52,285.52,1004,84,34,5.48,322,Clouds,0
299.52,299.52,299.52,299.52,1000,73,39,6.24,326,Clouds,0
294.52,295.06,294.52,294.52,1025,90,0,2.45,18,Clear,0
299.52,299.52,299.52,299.52,1023,45,33,3.68,141,Clouds,0
302.52,302.79,302.52,302.52,1022,46,89,4.94,276,Clouds,0
299.52,299.52,299.52,299.52,1008,74,82,1.54,315,Clouds,0
292.52,292.78,292.52,292.52,1025,87,1,1.95,26,Clear,0
283.52,282.68,283.52,283.52,1031,79,0,2.13,42,Clear,0
288.52,287.89,288.52,288.52,1013,68,54,4.06,28,Clouds,0
297.52,297.19,297.52,297.52,1024,45,100,3.11,345,Clouds,0
298.52,298.91,298.52,298.52,1000,69,12,5.53,280,Clouds,0
286.52,286.0,286.52,286.52,1026,80,7,2.05,280,Clear,0
289.52,289.69,289.52,289.52,997,95,52,3.32,243,Clouds,0
298.52,298.34,298.52,298.52,1010,47,87,1.96,6,Clouds,0
287.52,286.87,287.52,287.52,1015,71,32,1.67,10,Clouds,0
287.52,287.18,287.52,287.52,1005,83,67,2.21,312,Clouds,0
289.52,289.12,289.52,289.52,1011,73,81,2.69,79,Clouds,0
288.52,287.6,288.52,288.52,1034,57,8,0.82,255,Clear,0
284.52,283.38,284.52,284.52,1026,64,60,2.64,237,Clouds,0
289.52,289.69,289.52,289.52,1008,95,8,1.76,320,Clear,0
291.52,291.08,291.52,291.52,1017,64,0,2.23,16,Clear,0
286.52,286.24,286.52,286.52,1012,89,26,2.35,41,Clouds,0
288.52,288.23,288.52,288.52,1028,81,3,1.4,52,Clear,0
295.52,295.77,295.52,295.52,1012,75,100,2.71,255,Clouds,0
288.52,287.71,288.52,288.52,1006,61,38,2.7,249,Clouds,0
296.52,296.04,296.52,296.52,1018,43,9,4.55,57,Clear,0
287.52,286.68,287.52,287.52,1030,64,37,0.89,335,Clouds,0
291.52,290.61,291.52,291.52,1005,46,52,4.78,332,Clouds,0
286.52,286.29,286.52,286.52,1000,91,26,2.68,306,Clouds,0
292.52,292.71,292.52,292.52,1008,84,77,7.63,290,Clouds,0
301.52,303.04,301.52,301.52,1009,59,58,4.7,287,Clouds,0
287.52,286.4,287.52,287.52,1031,53,5,2.27,141,Clear,0
292.52,292.52,292.52,292.52,1018,77,47,3.79,330,Clouds,0
292.52,292.68,292.52,292.52,1012,83,99,2.28,310,Clouds,0
290.52,290.69,290.52,290.52,1008,91,72,3.73,75,Clouds,0
290.52,289.57,290.52,290.52,1030,48,13,2.23,15,Clouds,0
289.52,289.64,289.52,289.52,1009,93,0,2.41,297,Clear,0
296.52,296.24,296.52,296.52,1028,51,100,3.81,318,Clouds,0
291.52,291.32,291.52,291.52,1003,73,98,3.63,353,Clouds,0
290.52,290.82,290.52,290.52,1008,96,60,3.08,71,Clouds,0
294.52,294.46,294.52,294.52,1029,67,71,3.2,124,Clouds,0
297.52,297.47,297.52,297.52,1020,56,13,0.91,356,Clouds,0
294.52,294.38,294.52,294.52,1019,64,17,4.63,348,Clouds,0
289.52,289.28,289.52,289.52,1009,79,85,4.45,311,Clouds,0
290.52,290.22,290.52,290.52,1019,73,11,1.16,153,Clouds,0
294.52,294.38,294.52,294.52,1013,64,100,2.59,265,Clouds,0
292.52,292.08,292.52,292.52,1018,60,4,3.37,65,Clear,0
295.52,295.07,295.52,295.52,1007,48,18,4.35,20,Clouds,0
295.52,295.09,295.52,295.52,1009,49,57,5.5,328,Clouds,0
293.52,292.63,293.52,293.52,1031,39,3,2.32,125,Clear,0
296.52,295.96,296.52,296.52,1012,40,24,5.54,316,Clouds,0
281.52,280.76,281.52,281.52,1031,74,2,1.67,311,Clear,0
295.52,295.43,295.52,295.52,1002,62,91,2.32,13,Clouds,0
289.52,289.07,289.52,289.52,1024,71,3,2.06,203,Clear,0
293.52,293.65,293.52,293.52,1007,78,97,2.27,337,Clouds,0
290.52,290.32,290.52,290.52,1006,77,100,1.25,299,Clouds,0
298.52,298.29,298.52,298.52,1003,45,25,3.63,266,Clouds,0
295.52,295.01,295.52,295.52,1026,46,0,3.34,356,Clear,0
286.52,286.42,286.52,286.52,1005,96,100,4.48,316,Clouds,0
292.52,292.11,292.52,292.52,1025,61,98,4.67,124,Clouds,0
285.52,284.72,285.52,285.52,1030,73,0,2.55,40,Clear,0
302.52,302.14,302.52,302.52,1018,40,7,3.78,342,Clear,0
298.52,298.21,298.52,298.52,1018,42,50,0.2,33,Clouds,0
296.52,297.0,296.52,296.52,1014,80,18,2.21,144,Clouds,0
293.52,293.28,293.52,293.52,1027,64,39,1.93,45,Clouds,0
286.52,285.82,286.52,286.52,1032,73,22,2.42,134,Clouds,0
293.52,293.23,293.52,293.52,1012,62,43,4.6,303,Clouds,0
302.52,304.66,302.52,302.52,1008,59,100,1.89,237,Clouds,0
291.52,291.55,291.52,291.52,1018,82,0,3.35,332,Clear,0
292.52,292.71,292.52,292.52,1006,84,53,1.74,33,Clouds,0
293.52,294.15,293.52,293.52,1005,97,100,3.44,51,Clouds,0
295.52,295.56,295.52,295.52,1019,67,84,3.88,340,Clouds,0
282.52,281.79,282.52,282.52,1033,79,1,1.79,28,Clear,0
297.52,297.5,297.52,297.52,1005,57,93,1.13,19,Rain,0
289.52,289.48,289.52,289.52,1018,87,0,3.35,335,Clear,0
287.52,286.94,287.52,287.52,1008,74,100,1.52,306,Clouds,0
301.52,303.96,301.52,301.52,1008,66,100,3.65,300,Clouds,0
290.52,290.24,290.52,290.52,1005,74,100,5.01,331,Clouds,0
296.52,296.43,296.52,296.52,1024,58,86,3.74,121,Clouds,0
294.52,293.97,294.52,294.52,1003,48,27,2.67,289,Clouds,0
290.52,290.77,290.52,290.52,1007,94,47,1.65,327,Clouds,0
296.52,296.4,296.52,296.52,1007,57,100,0.58,27,Clouds,0
288.52,288.25,288.52,288.52,1006,82,100,4.95,310,Clouds,0
290.52,289.83,290.52,290.52,1006,58,78,6.73,325,Clouds,0
290.52,289.77,290.52,290.52,1004,56,83,6.14,335,Clouds,0
286.52,286.39,286.52,286.52,1005,95,69,2.42,310,Clouds,1
301.52,300.87,301.52,301.52,1014,36,0,3.06,8,Clear,0
291.52,291.34,291.52,291.52,1009,74,22,1.3,310,Clouds,0
299.52,299.52,299.52,299.52,1024,44,3,1.68,242,Clear,0
292.52,291.95,292.52,292.52,1028,55,94,3.68,135,Clouds,0
299.52,299.52,299.52,299.52,1001,72,16,5.97,304,Clouds,0
290.52,290.48,290.52,290.52,1004,83,95,3.42,241,Clouds,0
299.52,299.52,299.52,299.52,1009,62,40,2.7,188,Clouds,0
298.52,298.08,298.52,298.52,1002,37,3,3.63,272,Clear,0
288.52,287.94,288.52,288.52,1005,70,93,5.91,322,Clouds,0
296.52,295.96,296.52,296.52,1014,40,11,6.57,8,Clouds,0
294.52,294.1,294.52,294.52,1035,53,67,2.59,100,Clouds,0
299.52,299.52,299.52,299.52,1009,40,78,0.77,32,Clouds,0
284.52,283.15,284.52,284.52,1031,55,5,1.32,158,Clear,0
299.52,299.52,299.52,299.52,1018,41,66,7.05,358,Clouds,0
287.52,287.02,287.52,287.52,1015,77,37,1.67,1,Clouds,0
286.52,286.13,286.52,286.52,1019,85,7,1.49,187,Clear,0
296.52,296.56,296.52,296.52,1029,63,86,3.25,116,Clouds,0
287.52,287.52,287.52,287.52,991,96,100,5.03,354,Clouds,0
292.52,291.82,292.52,292.52,1012,50,99,5.27,40,Clouds,0
298.52,298.6,298.52,298.52,1006,57,10,2.49,288,Clear,0
283.52,282.54,283.52,283.52,1031,74,4,1.55,112,Clear,0
287.52,286.79,287.52,287.52,1015,68,83,1.82,339,Clouds,0
290.52,290.3,290.52,290.52,1017,76,1,2.01,64,Clear,0
291.52,290.95,291.52,291.52,1005,59,99,0.98,54,Clouds,0
292.52,292.16,292.52,292.52,1014,63,28,1.51,34,Clouds,0
299.52,299.52,299.52,299.52,1005,57,98,1.78,270,Clouds,0
298.52,298.44,298.52,298.52,1023,51,11,4.41,259,Clouds,0
290.52,290.53,290.52,290.52,1009,85,3,4.66,278,Clear,0
291.52,291.01,291.52,291.52,1006,61,7,5.53,33,Clear,0
286.52,286.18,286.52,286.52,1019,87,7,1.68,200,Clear,0
296.52,296.06,296.52,296.52,1025,44,14,3.09,334,Clouds,0
289.52,289.69,289.52,289.52,997,95,41,3.05,240,Clouds,0
289.52,289.17,289.52,289.52,1003,75,100,4.04,340,Clouds,0
293.52,292.71,293.52,293.52,1031,42,0,1.57,206,Clear,0
285.52,284.67,285.52,285.52,1034,71,5,0.85,229,Clear,0
295.52,294.88,295.52,295.52,1031,41,0,1.77,225,Clear,0
296.52,297.05,296.52,296.52,999,82,31,4.66,270,Clouds,0
296.52,296.09,296.52,296.52,1026,45,0,3.57,358,Clear,0
294.52,294.25,294.52,294.52,1018,59,22,0.8,237,Clouds,0
290.52,290.74,290.52,290.52,1015,93,58,1.55,303,Rain,0
287.52,286.66,287.52,287.52,1031,63,33,1.6,113,Clouds,0
285.52,285.11,285.52,285.52,1017,88,1,2.41,338,Clear,0
293.52,293.94,293.52,293.52,997,89,64,2.6,275,Clouds,0
289.52,288.75,289.52,289.52,1014,59,98,1.23,223,Clouds,0
301.52,301.55,301.52,301.52,1008,45,23,2.22,284,Clouds,0
292.52,292.26,292.52,292.52,1008,67,72,4.46,103,Clouds,0
297.52,297.0,297.52,297.52,1031,38,3,4.35,124,Clear,0
292.52,292.21,292.52,292.52,1005,65,100,1.88,273,Clouds,0
291.52,291.27,291.52,291.52,1019,71,48,1.48,337,Clouds,0
291.52,290.69,291.52,291.52,1031,49,23,2.01,132,Clouds,0
303.52,305.87,303.52,303.52,1014,56,12,4.06,168,Clouds,0
300.52,302.85,300.52,300.52,1010,72,67,2.65,167,Clouds,0
290.52,289.91,290.52,290.52,1003,61,68,7.67,325,Clouds,0
286.52,286.18,286.52,286.52,1019,87,5,1.64,198,Clear,0
290.52,290.51,290.52,290.52,1024,84,100,3.07,113,Clouds,0
284.52,283.12,284.52,284.52,1031,54,5,1.84,153,Clear,0
294.52,293.91,294.52,294.52,997,46,35,2.15,275,Clouds,0
287.52,287.47,287.52,287.52,993,94,100,6.18,339,Clouds,0
290.52,289.93,290.52,290.52,1016,62,10,4.48,345,Clear,0
298.52,298.5,298.52,298.52,1006,53,7,2.78,282,Clear,0
294.52,293.76,294.52,294.52,1013,40,0,6.3,325,Clear,0
296.52,296.17,296.52,296.52,1019,48,32,1.32,75,Clouds,0
288.52,288.62,288.52,288.52,998,96,100,3.67,118,Clouds,1
291.52,291.32,291.52,291.52,1029,73,12,2.98,136,Clouds,0
294.52,294.51,294.52,294.52,997,69,32,4.7,260,Rain,0
285.52,284.69,285.52,285.52,1015,72,13,1.82,323,Clouds,0
290.52,289.75,290.52,290.52,1031,55,4,4.05,105,Clear,0
296.52,296.01,296.52,296.52,1009,42,54,5.29,312,Clouds,0
296.52,296.24,296.52,296.52,1024,51,99,2.76,358,Clouds,0
290.52,290.38,290.52,290.52,998,79,86,1.46,148,Rain,1
293.52,293.52,293.52,293.52,1002,73,100,2.31,338,Clouds,0
290.52,290.38,290.52,290.52,1017,79,1,2.04,65,Clear,0
296.52,296.56,296.52,296.52,1021,63,96,1.43,297,Clouds,0
289.52,289.67,289.52,289.52,1012,94,62,2.82,330,Clouds,0
297.52,297.5,297.52,297.52,1009,57,50,1.93,302,Clouds,0
292.52,292.73,292.52,292.52,1000,85,100,0.81,287,Clouds,0
289.52,289.51,289.52,289.52,1018,88,0,3.37,335,Clear,0
295.52,295.72,295.52,295.52,1013,73,100,2.71,255,Clouds,0
287.52,286.47,287.52,287.52,1005,56,47,2.31,249,Clouds,0
289.52,288.94,289.52,289.52,1014,66,8,1.55,7,Clear,0
293.52,293.44,293.52,293.52,1008,70,73,5.01,76,Clouds,0
294.52,294.07,294.52,294.52,1012,52,97,6.68,4,Clouds,0
288.52,287.73,288.52,288.52,1015,62,44,1.76,15,Clouds,0
297.52,297.5,297.52,297.52,1019,57,1,3.71,12,Clear,0
296.52,296.09,296.52,296.52,1029,45,20,1.28,123,Clouds,0
297.52,297.27,297.52,297.52,1027,48,52,3.21,326,Clouds,0
289.52,289.61,289.52,289.52,992,92,100,5.49,249,Rain,1
287.52,286.76,287.52,287.52,1004,67,63,3.35,332,Clouds,0
294.52,294.49,294.52,294.52,1008,68,100,1.97,209,Clouds,0
294.52,293.65,294.52,294.52,1009,36,71,5.52,302,Clouds,0
297.52,296.87,297.52,297.52,1014,33,15,4.37,17,Clouds,0
294.52,294.28,294.52,294.52,1024,60,10,3.3,252,Clear,0
298.52,298.34,298.52,298.52,1024,47,100,4.36,109,Clouds,0
294.52,293.84,294.52,294.52,1029,43,1,3.32,335,Clear,0
295.52,295.59,295.52,295.52,1012,68,65,3.79,275,Clouds,0
288.52,288.33,288.52,288.52,1027,85,90,1.81,322,Clouds,0
290.52,290.11,290.52,290.52,1027,69,100,0.96,39,Clouds,0
294.52,293.84,294.52,294.52,1017,43,0,7.2,358,Clear,0
300.52,300.86,300.52,300.52,1008,49,83,1.41,306,Clouds,0
289.52,289.56,289.52,289.52,1004,90,99,2.74,231,Clouds,0
295.52,295.01,295.52,295.52,1018,46,34,0.49,176,Clouds,0
287.52,287.13,287.52,287.52,1013,81,85,3.62,10,Clouds,0
293.52,292.66,293.52,293.52,1008,40,100,4.4,3,Clouds,0
288.52,287.76,288.52,288.52,1004,63,90,6.83,317,Clouds,0
287.52,286.63,287.52,287.52,1005,62,20,2.37,261,Clouds,0
287.52,286.63,287.52,287.52,1031,62,24,1.7,112,Clouds,0
290.52,290.04,290.52,290.52,1015,66,8,2.49,6,Clear,0
292.52,292.84,292.52,292.52,1004,89,100,4.15,242,Clouds,0
299.52,299.52,299.52,299.52,1026,55,90,2.46,127,Clouds,0
285.52,284.8,285.52,285.52,1017,76,6,3.24,356,Clear,0
286.52,286.21,286.52,286.52,1006,88,6,3.52,19,Clear,0
288.52,287.76,288.52,288.52,1006,63,92,5.29,318,Clouds,1
292.52,292.42,292.52,292.52,1010,73,84,5.2,356,Clouds,0
298.52,298.21,298.52,298.52,1014,42,83,3.51,282,Clouds,0
286.52,286.24,286.52,286.52,1029,89,7,1.88,61,Clear,0
306.52,309.32,306.52,306.52,1013,47,8,4.56,157,Clear,0
294.52,294.12,294.52,294.52,1012,54,22,5.06,308,Clouds,0
291.52,291.06,291.52,291.52,1033,63,5,2.31,93,Clear,0
287.52,286.42,287.52,287.52,1032,54,0,2.56,35,Clear,0
298.52,298.78,298.52,298.52,1025,64,76,2.37,137,Clouds,0
292.52,292.39,292.52,292.52,1003,72,17,5.05,286,Clouds,0
291.52,290.82,291.52,291.52,1006,54,60,6.88,318,Clouds,0
295.52,295.69,295.52,295.52,1001,72,73,3.41,336,Clouds,0
287.52,287.08,287.52,287.52,1007,79,100,2.45,335,Clouds,0
302.52,302.56,302.52,302.52,1008,44,26,2.23,256,Clouds,0
300.52,300.03,300.52,300.52,1012,35,31,4.55,342,Clouds,0
302.52,301.78,302.52,302.52,1017,36,4,3.85,355,Clear,0
289.52,289.48,289.52,289.52,1009,87,90,2.49,56,Clouds,0
296.52,296.37,296.52,296.52,1008,56,52,1.96,356,Clouds,0
295.52,295.33,295.52,295.52,1026,58,54,1.67,35,Clouds,0
292.52,291.84,292.52,292.52,1030,51,5,2.6,135,Clear,0
288.52,288.41,288.52,288.52,997,88,99,3.97,250,Clouds,0
290.52,290.22,290.52,290.52,1003,73,100,3.97,355,Clouds,0
296.52,296.77,296.52,296.52,1026,71,76,1.53,156,Clouds,0
294.52,293.86,294.52,294.52,1029,44,7,2.57,28,Clear,0
288.52,288.38,288.52,288.52,999,87,56,2.22,325,Clouds,0
291.52,290.9,291.52,291.52,1009,57,91,4.74,37,Clouds,0
296.52,296.53,296.52,296.52,1020,62,2,2.57,338,Clear,0
294.52,294.98,294.52,294.52,1019,87,40,5.87,334,Clouds,0
300.52,300.29,300.52,300.52,1021,40,3,6.74,2,Clear,0
290.52,289.7,290.52,290.52,1030,53,47,3.07,196,Clouds,0
285.52,285.11,285.52,285.52,1007,88,66,2.67,6,Clouds,0
287.52,287.31,287.52,287.52,1015,88,0,2.43,334,Clear,0
283.52,282.68,283.52,283.52,1017,79,2,3.1,356,Clear,0
292.52,292.89,292.52,292.52,1004,91,100,4.33,239,Clouds,0
294.52,294.85,294.52,294.52,1012,82,53,1.86,170,Clouds,0
298.52,298.47,298.52,298.52,1024,52,92,3.92,129,Clouds,0
296.52,295.9,296.52,296.52,1017,38,0,7.14,10,Clear,0
287.52,287.08,287.52,287.52,1007,79,35,3.11,17,Clouds,0
288.52,288.57,288.52,288.52,992,94,100,5.01,297,Clouds,0
290.52,290.09,290.52,290.52,1008,68,100,2.52,267,Clouds,0
286.52,286.45,286.52,286.52,1005,97,71,2.73,301,Clouds,0
287.52,287.49,287.52,287.52,991,95,100,6.54,338,Clouds,0
295.52,295.3,295.52,295.52,1003,57,88,2.97,4,Clouds,0
299.52,299.52,299.52,299.52,1012,49,93,3.49,14,Clouds,0
294.52,293.91,294.52,294.52,1028,46,0,2.9,58,Clear,0
294.52,294.41,294.52,294.52,1006,65,94,0.76,330,Clouds,0
290.52,290.11,290.52,290.52,997,69,100,4.55,249,Clouds,0
295.52,295.43,295.52,295.52,1009,62,41,1.59,306,Clouds,0
296.52,295.93,296.52,296.52,1002,39,1,3.45,268,Clear,0
281.46,278.8,281.46,281.46,1005,76,100,4.58,319,Clouds,0
